"recodedPP_ID";"PP_ID";"age";"sexe";"logindate";"location";"testProc"
"42";"42";"17";"M";"2003-11-28 00:00:00";"0";"print"
"43";"43";"17";"M";"2003-11-28 00:00:00";"0";"print"
"44";"44";"17";"M";"2003-12-01 00:00:00";"0";"print"
"45";"45";"17";"M";"2003-11-28 00:00:00";"0";"print"
"46";"46";"17";"M";"2003-12-01 00:00:00";"0";"print"
"47";"47";"18";"F";"2003-12-01 00:00:00";"0";"print"
"48";"48";"18";"M";"2003-12-01 00:00:00";"0";"print"
"49";"49";"19";"M";"2003-12-01 00:00:00";"0";"print"
"50";"50";"18";"M";"2003-12-01 00:00:00";"0";"print"
"51";"51";"17";"M";"2003-12-01 00:00:00";"0";"print"
"52";"52";"17";"F";"2003-12-01 00:00:00";"0";"print"
"53";"53";"17";"M";"2003-12-01 00:00:00";"0";"print"
"54";"54";"17";"M";"2003-12-01 00:00:00";"0";"print"
"55";"55";"17";"M";"2003-12-01 00:00:00";"0";"print"
"56";"56";"17";"M";"2003-12-01 00:00:00";"0";"print"
"57";"57";"17";"M";"2003-12-01 00:00:00";"0";"print"
"58";"58";"18";"M";"2003-12-01 00:00:00";"0";"print"
"59";"59";"17";"F";"2003-12-01 00:00:00";"0";"print"
"60";"60";"16";"F";"2003-12-01 00:00:00";"0";"print"
"61";"61";"17";"M";"2003-12-01 00:00:00";"0";"print"
"62";"62";"17";"M";"2003-12-01 00:00:00";"0";"print"
"63";"63";"18";"M";"2003-12-01 00:00:00";"0";"print"
"64";"64";"17";"F";"2003-12-01 00:00:00";"0";"print"
"65";"65";"17";"F";"2003-12-01 00:00:00";"0";"print"
"66";"66";"19";"M";"2003-12-01 00:00:00";"0";"print"
"67";"67";"18";"M";"2003-12-01 00:00:00";"0";"print"
"68";"68";"18";"F";"2003-12-02 00:00:00";"0";"print"
"69";"69";"17";"M";"2003-12-01 00:00:00";"0";"print"
"70";"70";"18";"F";"2003-12-01 00:00:00";"0";"print"
"71";"71";"19";"M";"2004-02-20 00:00:00";"0";"print"
"72";"72";"0";"M";"2004-02-20 00:00:00";"0";"print"
"73";"73";"18";"F";"2004-02-20 00:00:00";"0";"print"
"74";"74";"19";"F";"2004-02-20 00:00:00";"0";"print"
"75";"75";"18";"F";"2004-02-20 00:00:00";"0";"print"
"76";"76";"18";"F";"2004-02-20 00:00:00";"0";"print"
"77";"77";"18";"F";"2004-02-20 00:00:00";"0";"print"
"78";"78";"18";"F";"2004-02-20 00:00:00";"0";"print"
"79";"79";"25";"F";"2004-02-20 00:00:00";"0";"print"
"80";"80";"19";"F";"2004-02-20 00:00:00";"0";"print"
"81";"81";"18";"F";"2004-02-20 00:00:00";"0";"print"
"82";"82";"18";"F";"2004-02-20 00:00:00";"0";"print"
"83";"83";"18";"F";"2004-02-20 00:00:00";"0";"print"
"84";"84";"19";"M";"2004-02-20 00:00:00";"0";"print"
"85";"85";"18";"F";"2004-02-20 00:00:00";"0";"print"
"86";"86";"18";"F";"2004-02-20 00:00:00";"0";"print"
"87";"87";"17";"M";"2003-12-02 00:00:00";"0";"print"
"88";"88";"17";"F";"2003-12-02 00:00:00";"0";"print"
"89";"89";"17";"F";"2003-12-02 00:00:00";"0";"print"
"90";"90";"17";"F";"2003-12-02 00:00:00";"0";"print"
"91";"91";"17";"M";"2003-12-02 00:00:00";"0";"print"
"92";"92";"17";"F";"2003-12-02 00:00:00";"0";"print"
"93";"93";"16";"M";"2003-12-02 00:00:00";"0";"print"
"94";"94";"17";"F";"2003-12-02 00:00:00";"0";"print"
"95";"95";"18";"M";"2003-12-02 00:00:00";"0";"print"
"96";"96";"17";"M";"2003-12-02 00:00:00";"0";"print"
"97";"97";"17";"F";"2003-12-02 00:00:00";"0";"print"
"98";"98";"17";"F";"2003-12-02 00:00:00";"0";"print"
"99";"99";"16";"F";"2003-12-02 00:00:00";"0";"print"
"100";"100";"17";"M";"2003-12-02 00:00:00";"0";"print"
"101";"101";"17";"M";"2003-12-02 00:00:00";"0";"print"
"102";"102";"18";"M";"2003-12-02 00:00:00";"0";"print"
"103";"103";"17";"M";"2003-12-02 00:00:00";"0";"print"
"104";"104";"17";"M";"2003-12-02 00:00:00";"0";"print"
"105";"105";"17";"F";"2003-12-02 00:00:00";"0";"print"
"106";"106";"16";"F";"2003-12-02 00:00:00";"0";"print"
"107";"107";"17";"F";"2003-12-02 00:00:00";"0";"print"
"108";"108";"17";"M";"2003-12-02 00:00:00";"0";"print"
"109";"109";"17";"M";"2003-12-02 00:00:00";"0";"print"
"110";"110";"18";"F";"2004-02-26 00:00:00";"0";"print"
"111";"111";"19";"M";"2003-02-12 00:00:00";"0";"print"
"112";"112";"18";"M";"2003-02-12 00:00:00";"0";"print"
"113";"113";"18";"M";"2003-02-12 00:00:00";"0";"print"
"114";"114";"18";"F";"2003-02-12 00:00:00";"0";"print"
"115";"115";"31";"F";"2003-02-12 00:00:00";"0";"print"
"116";"116";"18";"F";"2003-02-12 00:00:00";"0";"print"
"117";"117";"18";"F";"2003-02-12 00:00:00";"0";"print"
"118";"118";"19";"M";"2003-02-12 00:00:00";"0";"print"
"119";"119";"18";"F";"2003-02-12 00:00:00";"0";"print"
"120";"120";"22";"F";"2003-02-12 00:00:00";"0";"print"
"121";"121";"18";"F";"2003-02-12 00:00:00";"0";"print"
"122";"122";"18";"F";"2003-02-12 00:00:00";"0";"print"
"123";"123";"18";"F";"2003-02-12 00:00:00";"0";"print"
"124";"124";"18";"F";"2003-02-12 00:00:00";"0";"print"
"125";"125";"18";"F";"2003-02-12 00:00:00";"0";"print"
"126";"126";"19";"M";"2003-02-12 00:00:00";"0";"print"
"127";"127";"21";"M";"2003-02-12 00:00:00";"0";"print"
"128";"128";"18";"F";"2003-02-12 00:00:00";"0";"print"
"129";"129";"18";"F";"2003-02-12 00:00:00";"0";"print"
"130";"130";"18";"F";"2003-02-12 00:00:00";"0";"print"
"131";"131";"18";"F";"2003-02-12 00:00:00";"0";"print"
"132";"132";"19";"F";"2003-02-12 00:00:00";"0";"print"
"133";"133";"18";"F";"2003-02-12 00:00:00";"0";"print"
"134";"134";"18";"F";"2003-02-12 00:00:00";"0";"print"
"135";"135";"18";"F";"2003-02-12 00:00:00";"0";"print"
"136";"136";"18";"X";"2003-02-12 00:00:00";"0";"print"
"137";"137";"18";"F";"2003-02-12 00:00:00";"0";"print"
"138";"138";"18";"F";"2003-02-12 00:00:00";"0";"print"
"139";"139";"18";"F";"2003-02-12 00:00:00";"0";"print"
"140";"140";"20";"M";"2003-02-12 00:00:00";"0";"print"
"141";"141";"18";"M";"2003-02-12 00:00:00";"0";"print"
"142";"142";"18";"M";"2003-02-12 00:00:00";"0";"print"
"143";"143";"18";"M";"2003-02-12 00:00:00";"0";"print"
"144";"144";"17";"M";"2003-02-12 00:00:00";"0";"print"
"145";"145";"18";"F";"2003-02-12 00:00:00";"0";"print"
"146";"146";"17";"M";"2003-02-12 00:00:00";"0";"print"
"147";"147";"18";"F";"2003-02-12 00:00:00";"0";"print"
"148";"148";"18";"F";"2003-02-12 00:00:00";"0";"print"
"149";"149";"18";"M";"2003-02-12 00:00:00";"0";"print"
"150";"150";"18";"F";"2003-02-12 00:00:00";"0";"print"
"151";"151";"18";"M";"2003-02-12 00:00:00";"0";"print"
"152";"152";"19";"F";"2003-02-12 00:00:00";"0";"print"
"153";"153";"19";"F";"2003-02-12 00:00:00";"0";"print"
"154";"154";"18";"M";"2003-02-12 00:00:00";"0";"print"
"155";"155";"19";"M";"2003-02-12 00:00:00";"0";"print"
"156";"156";"18";"F";"2003-02-12 00:00:00";"0";"print"
"157";"157";"18";"M";"2003-02-12 00:00:00";"0";"print"
"158";"158";"18";"F";"2003-02-12 00:00:00";"0";"print"
"159";"159";"20";"M";"2003-02-12 00:00:00";"0";"print"
"160";"160";"18";"M";"2003-02-12 00:00:00";"0";"print"
"161";"161";"18";"F";"2003-02-12 00:00:00";"0";"print"
"162";"162";"18";"F";"2003-02-12 00:00:00";"0";"print"
"163";"163";"21";"M";"2003-02-12 00:00:00";"0";"print"
"164";"164";"18";"M";"2003-02-12 00:00:00";"0";"print"
"165";"165";"18";"M";"2003-02-12 00:00:00";"0";"print"
"166";"166";"17";"M";"2003-02-12 00:00:00";"0";"print"
"167";"167";"18";"F";"2003-02-12 00:00:00";"0";"print"
"168";"168";"18";"M";"2003-02-12 00:00:00";"0";"print"
"169";"169";"18";"F";"2003-02-12 00:00:00";"0";"print"
"170";"170";"18";"F";"2003-02-12 00:00:00";"0";"print"
"171";"171";"18";"F";"2003-12-03 00:00:00";"0";"print"
"172";"172";"17";"F";"2003-12-03 00:00:00";"0";"print"
"173";"173";"19";"F";"2003-12-03 00:00:00";"0";"print"
"174";"174";"17";"F";"2003-12-03 00:00:00";"0";"print"
"175";"175";"18";"F";"2003-12-03 00:00:00";"0";"print"
"176";"176";"18";"F";"2003-12-03 00:00:00";"0";"print"
"177";"177";"19";"F";"2003-12-03 00:00:00";"0";"print"
"178";"178";"19";"F";"2003-12-03 00:00:00";"0";"print"
"179";"179";"19";"M";"2003-12-03 00:00:00";"0";"print"
"180";"180";"18";"F";"2003-12-03 00:00:00";"0";"print"
"181";"181";"18";"F";"2003-12-03 00:00:00";"0";"print"
"182";"182";"18";"F";"2003-12-03 00:00:00";"0";"print"
"183";"183";"18";"F";"2003-12-03 00:00:00";"0";"print"
"184";"184";"17";"F";"2003-12-03 00:00:00";"0";"print"
"185";"186";"18";"M";"2003-12-03 00:00:00";"0";"print"
"186";"187";"18";"F";"2003-12-03 00:00:00";"0";"print"
"187";"188";"19";"F";"2003-12-03 00:00:00";"0";"print"
"188";"189";"19";"F";"2003-12-03 00:00:00";"0";"print"
"189";"190";"18";"M";"2003-12-03 00:00:00";"0";"print"
"190";"191";"21";"X";"2003-12-03 00:00:00";"0";"print"
"191";"192";"18";"F";"2003-12-03 00:00:00";"0";"print"
"192";"193";"18";"M";"2003-12-03 00:00:00";"0";"print"
"193";"194";"18";"F";"2003-12-03 00:00:00";"0";"print"
"194";"195";"18";"F";"2003-12-03 00:00:00";"0";"print"
"195";"196";"18";"F";"2003-12-03 00:00:00";"0";"print"
"196";"197";"18";"F";"2003-12-03 00:00:00";"0";"print"
"197";"198";"18";"M";"2003-12-03 00:00:00";"0";"print"
"198";"199";"18";"F";"2003-12-03 00:00:00";"0";"print"
"199";"200";"18";"M";"2003-12-03 00:00:00";"0";"print"
"200";"201";"18";"X";"2003-12-03 00:00:00";"0";"print"
"201";"202";"19";"F";"2003-12-03 00:00:00";"0";"print"
"202";"203";"18";"F";"2003-12-03 00:00:00";"0";"print"
"203";"204";"18";"F";"2003-12-03 00:00:00";"0";"print"
"204";"205";"18";"X";"2003-12-03 00:00:00";"0";"print"
"205";"206";"19";"F";"2003-12-03 00:00:00";"0";"print"
"206";"207";"19";"M";"2003-12-03 00:00:00";"0";"print"
"207";"208";"18";"X";"2003-12-03 00:00:00";"0";"print"
"208";"209";"18";"F";"2003-12-03 00:00:00";"0";"print"
"209";"210";"18";"F";"2003-12-03 00:00:00";"0";"print"
"210";"211";"18";"F";"2003-12-03 00:00:00";"0";"print"
"211";"212";"18";"F";"2003-12-03 00:00:00";"0";"print"
"212";"213";"22";"F";"2003-12-03 00:00:00";"0";"print"
"213";"214";"18";"F";"2003-12-03 00:00:00";"0";"print"
"214";"215";"18";"F";"2003-12-03 00:00:00";"0";"print"
"215";"216";"18";"F";"2003-12-03 00:00:00";"0";"print"
"216";"217";"18";"M";"2003-12-03 00:00:00";"0";"print"
"217";"218";"18";"M";"2003-12-03 00:00:00";"0";"print"
"218";"219";"18";"F";"2003-12-03 00:00:00";"0";"print"
"219";"220";"18";"M";"2003-12-03 00:00:00";"0";"print"
"220";"221";"18";"F";"2003-12-03 00:00:00";"0";"print"
"221";"222";"18";"F";"2003-12-03 00:00:00";"0";"print"
"222";"223";"18";"F";"2003-12-03 00:00:00";"0";"print"
"223";"224";"18";"F";"2003-12-03 00:00:00";"0";"print"
"224";"225";"20";"F";"2003-12-03 00:00:00";"0";"print"
"225";"226";"18";"F";"2003-12-03 00:00:00";"0";"print"
"226";"227";"19";"M";"2003-12-03 00:00:00";"0";"print"
"227";"228";"18";"F";"2003-12-03 00:00:00";"0";"print"
"228";"229";"18";"F";"2004-02-26 00:00:00";"0";"print"
"229";"230";"18";"F";"2004-02-26 00:00:00";"0";"print"
"230";"231";"19";"F";"2004-02-26 00:00:00";"0";"print"
"231";"232";"18";"F";"2004-02-26 00:00:00";"0";"print"
"232";"233";"19";"M";"2004-02-26 00:00:00";"0";"print"
"233";"234";"18";"F";"2004-02-26 00:00:00";"0";"print"
"234";"235";"18";"F";"2004-02-26 00:00:00";"0";"print"
"235";"236";"18";"F";"2004-02-26 00:00:00";"0";"print"
"236";"237";"18";"M";"2004-02-20 00:00:00";"0";"print"
"237";"238";"18";"F";"2004-02-20 00:00:00";"0";"print"
"238";"239";"20";"M";"2004-02-26 00:00:00";"0";"print"
"239";"240";"18";"F";"2004-02-26 00:00:00";"0";"print"
"240";"241";"18";"F";"2004-02-26 00:00:00";"0";"print"
"241";"242";"18";"F";"2004-02-26 00:00:00";"0";"print"
"242";"243";"20";"F";"2004-02-26 00:00:00";"0";"print"
"243";"244";"19";"F";"2004-02-26 00:00:00";"0";"print"
"244";"245";"20";"M";"2004-02-26 00:00:00";"0";"print"
"245";"246";"18";"F";"2004-02-26 00:00:00";"0";"print"
"246";"247";"18";"M";"2004-02-26 00:00:00";"0";"print"
"247";"248";"18";"M";"2004-02-26 00:00:00";"0";"print"
"248";"249";"18";"F";"2004-02-26 00:00:00";"0";"print"
"249";"250";"18";"F";"2004-02-26 00:00:00";"0";"print"
"250";"251";"18";"F";"2004-02-26 00:00:00";"0";"print"
"251";"252";"19";"F";"2004-02-26 00:00:00";"0";"print"
"252";"253";"19";"M";"2004-02-26 00:00:00";"0";"print"
"253";"254";"20";"M";"2004-02-26 00:00:00";"0";"print"
"254";"255";"18";"M";"2004-02-26 00:00:00";"0";"print"
"255";"256";"18";"F";"2004-02-26 00:00:00";"0";"print"
"256";"257";"19";"F";"2004-02-26 00:00:00";"0";"print"
"257";"258";"18";"F";"2004-02-26 00:00:00";"0";"print"
"258";"259";"19";"M";"2004-02-26 00:00:00";"0";"print"
"259";"260";"18";"F";"2004-02-26 00:00:00";"0";"print"
"260";"261";"18";"F";"2004-02-26 00:00:00";"0";"print"
"261";"262";"18";"F";"2004-02-26 00:00:00";"0";"print"
"262";"263";"18";"M";"2004-02-26 00:00:00";"0";"print"
"263";"264";"18";"F";"2004-02-26 00:00:00";"0";"print"
"264";"265";"18";"F";"2004-02-26 00:00:00";"0";"print"
"265";"266";"19";"F";"2004-02-26 00:00:00";"0";"print"
"266";"267";"18";"F";"2004-02-26 00:00:00";"0";"print"
"267";"268";"19";"F";"2004-02-26 00:00:00";"0";"print"
"268";"269";"18";"F";"2004-02-26 00:00:00";"0";"print"
"269";"270";"18";"F";"2004-02-26 00:00:00";"0";"print"
"270";"271";"18";"F";"2004-02-26 00:00:00";"0";"print"
"271";"272";"18";"F";"2004-02-26 00:00:00";"0";"print"
"272";"273";"17";"F";"2004-02-26 00:00:00";"0";"print"
"273";"274";"18";"F";"2004-02-26 00:00:00";"0";"print"
"274";"275";"18";"F";"2004-02-26 00:00:00";"0";"print"
"275";"276";"18";"F";"2004-02-26 00:00:00";"0";"print"
"276";"277";"18";"F";"2004-02-26 00:00:00";"0";"print"
"277";"278";"19";"F";"2004-02-26 00:00:00";"0";"print"
"278";"279";"18";"F";"2004-02-26 00:00:00";"0";"print"
"279";"280";"19";"F";"2004-02-26 00:00:00";"0";"print"
"280";"281";"22";"M";"2004-02-26 00:00:00";"0";"print"
"281";"282";"20";"F";"2004-02-26 00:00:00";"0";"print"
"282";"283";"18";"M";"2004-02-26 00:00:00";"0";"print"
"283";"284";"18";"F";"2004-02-26 00:00:00";"0";"print"
"284";"285";"18";"F";"2004-02-26 00:00:00";"0";"print"
"285";"286";"18";"F";"2004-02-26 00:00:00";"0";"print"
"286";"287";"18";"F";"2004-02-26 00:00:00";"0";"print"
"287";"288";"19";"F";"2004-02-26 00:00:00";"0";"print"
"288";"289";"21";"M";"2004-02-26 00:00:00";"0";"print"
"289";"290";"18";"M";"2004-02-26 00:00:00";"0";"print"
"290";"291";"18";"F";"2004-02-26 00:00:00";"0";"print"
"291";"292";"18";"F";"2004-02-26 00:00:00";"0";"print"
"292";"293";"19";"F";"2004-02-26 00:00:00";"0";"print"
"293";"294";"18";"F";"2004-02-26 00:00:00";"0";"print"
"294";"295";"18";"F";"2004-02-26 00:00:00";"0";"print"
"295";"296";"18";"F";"2004-02-26 00:00:00";"0";"print"
"296";"297";"22";"M";"2003-11-25 00:00:00";"0";"print"
"297";"298";"0";"X";"2003-11-26 00:00:00";"0";"print"
"298";"299";"18";"M";"2003-11-28 00:00:00";"0";"print"
"299";"300";"17";"M";"2003-11-28 00:00:00";"0";"print"
"300";"301";"17";"M";"2003-11-28 00:00:00";"0";"print"
"301";"302";"17";"X";"2003-11-28 00:00:00";"0";"print"
"302";"303";"17";"X";"2003-11-28 00:00:00";"0";"print"
"303";"304";"16";"M";"2003-11-28 00:00:00";"0";"print"
"304";"305";"17";"F";"2003-11-28 00:00:00";"0";"print"
"305";"306";"18";"F";"2003-11-26 00:00:00";"0";"print"
"306";"307";"17";"F";"2003-11-26 00:00:00";"0";"print"
"307";"308";"18";"F";"2003-11-26 00:00:00";"0";"print"
"308";"309";"32";"F";"2003-11-26 00:00:00";"0";"print"
"309";"310";"20";"F";"2003-11-26 00:00:00";"0";"print"
"310";"311";"19";"F";"2003-11-26 00:00:00";"0";"print"
"311";"312";"18";"F";"2003-11-26 00:00:00";"0";"print"
"312";"313";"18";"F";"2003-11-26 00:00:00";"0";"print"
"313";"314";"18";"F";"2003-11-26 00:00:00";"0";"print"
"314";"315";"18";"F";"2003-11-26 00:00:00";"0";"print"
"315";"316";"19";"M";"2003-11-26 00:00:00";"0";"print"
"316";"317";"17";"F";"2003-11-26 00:00:00";"0";"print"
"317";"318";"18";"M";"2003-11-26 00:00:00";"0";"print"
"318";"319";"18";"F";"2003-11-26 00:00:00";"0";"print"
"319";"320";"18";"F";"2003-11-26 00:00:00";"0";"print"
"320";"321";"22";"F";"2003-11-26 00:00:00";"0";"print"
"321";"322";"18";"F";"2003-11-26 00:00:00";"0";"print"
"322";"323";"18";"F";"2003-11-26 00:00:00";"0";"print"
"323";"324";"19";"X";"2003-11-26 00:00:00";"0";"print"
"324";"325";"18";"X";"2003-11-26 00:00:00";"0";"print"
"325";"326";"18";"F";"2003-11-26 00:00:00";"0";"print"
"326";"327";"18";"X";"2003-11-26 00:00:00";"0";"print"
"327";"328";"18";"F";"2003-11-26 00:00:00";"0";"print"
"328";"329";"18";"F";"2003-11-26 00:00:00";"0";"print"
"329";"330";"19";"F";"2003-11-26 00:00:00";"0";"print"
"330";"331";"18";"F";"2003-11-26 00:00:00";"0";"print"
"331";"332";"18";"X";"2003-11-26 00:00:00";"0";"print"
"332";"333";"19";"F";"2003-11-26 00:00:00";"0";"print"
"333";"334";"19";"M";"2003-11-27 00:00:00";"0";"print"
"334";"335";"17";"F";"2003-11-26 00:00:00";"0";"print"
"335";"336";"18";"M";"2004-02-20 00:00:00";"0";"print"
"336";"337";"18";"M";"2004-02-20 00:00:00";"0";"print"
"337";"338";"19";"F";"2004-02-20 00:00:00";"0";"print"
"338";"339";"18";"F";"2004-02-20 00:00:00";"0";"print"
"339";"340";"18";"F";"2004-02-20 00:00:00";"0";"print"
"340";"341";"18";"F";"2004-02-20 00:00:00";"0";"print"
"341";"342";"19";"F";"2004-02-20 00:00:00";"0";"print"
"342";"343";"17";"M";"2003-12-01 00:00:00";"0";"print"
"343";"344";"18";"M";"2003-12-01 00:00:00";"0";"print"
"344";"346";"17";"M";"2003-12-02 00:00:00";"0";"print"
"345";"347";"16";"M";"2003-12-02 00:00:00";"0";"print"
"346";"348";"18";"M";"2003-12-02 00:00:00";"0";"print"
"347";"349";"18";"M";"2004-02-26 00:00:00";"0";"print"
"348";"350";"17";"F";"2003-12-01 00:00:00";"0";"print"
"349";"351";"17";"F";"2003-12-01 00:00:00";"0";"print"
"350";"352";"18";"F";"2004-02-20 00:00:00";"0";"print"
"351";"353";"20";"F";"2003-12-01 00:00:00";"0";"print"
"352";"354";"17";"F";"2003-12-01 00:00:00";"0";"print"
"353";"355";"17";"F";"2003-12-01 00:00:00";"0";"print"
"354";"356";"17";"M";"2003-12-01 00:00:00";"0";"print"
"355";"357";"17";"F";"2003-12-01 00:00:00";"0";"print"
"356";"358";"17";"F";"2003-12-01 00:00:00";"0";"print"
"357";"359";"17";"F";"2003-12-01 00:00:00";"0";"print"
"358";"360";"18";"F";"2003-12-01 00:00:00";"0";"print"
"359";"361";"17";"F";"2003-12-02 00:00:00";"0";"print"
"360";"362";"17";"F";"2003-12-02 00:00:00";"0";"print"
"361";"363";"17";"F";"2003-12-02 00:00:00";"0";"print"
"362";"364";"17";"F";"2003-12-01 00:00:00";"0";"print"
"363";"365";"0";"M";"2003-12-01 00:00:00";"0";"print"
"364";"366";"17";"F";"2003-12-01 00:00:00";"0";"print"
"365";"367";"17";"F";"2003-12-01 00:00:00";"0";"print"
"366";"368";"18";"F";"2003-12-01 00:00:00";"0";"print"
"367";"369";"17";"F";"2003-12-02 00:00:00";"0";"print"
"368";"370";"17";"F";"2003-12-02 00:00:00";"0";"print"
"369";"371";"18";"M";"2003-12-02 00:00:00";"0";"print"
"370";"372";"18";"F";"2003-12-02 00:00:00";"0";"print"
"371";"373";"17";"F";"2003-12-02 00:00:00";"0";"print"
"372";"374";"18";"F";"2003-12-02 00:00:00";"0";"print"
"373";"375";"17";"F";"2003-12-02 00:00:00";"0";"print"
"374";"376";"18";"M";"2003-11-27 00:00:00";"0";"print"
"375";"377";"18";"F";"2003-11-27 00:00:00";"0";"print"
"376";"378";"18";"F";"2003-11-27 00:00:00";"0";"print"
"377";"379";"18";"M";"2003-11-27 00:00:00";"0";"print"
"378";"380";"19";"F";"2003-11-27 00:00:00";"0";"print"
"379";"381";"18";"F";"2003-11-27 00:00:00";"0";"print"
"380";"382";"18";"F";"2003-02-12 00:00:00";"0";"print"
"381";"383";"18";"F";"2003-02-12 00:00:00";"0";"print"
"382";"384";"19";"F";"2003-02-12 00:00:00";"0";"print"
"383";"385";"19";"F";"2003-02-12 00:00:00";"0";"print"
"384";"386";"22";"M";"2003-02-12 00:00:00";"0";"print"
"385";"387";"19";"F";"2003-02-12 00:00:00";"0";"print"
"386";"388";"18";"M";"2003-02-12 00:00:00";"0";"print"
"387";"389";"18";"M";"2003-02-12 00:00:00";"0";"print"
"388";"390";"20";"F";"2003-02-12 00:00:00";"0";"print"
"389";"391";"18";"F";"2003-02-12 00:00:00";"0";"print"
"390";"392";"19";"M";"2003-02-12 00:00:00";"0";"print"
"391";"393";"21";"F";"2003-02-12 00:00:00";"0";"print"
"392";"394";"18";"M";"2003-02-12 00:00:00";"0";"print"
"393";"395";"18";"F";"2003-02-12 00:00:00";"0";"print"
"394";"396";"19";"F";"2003-02-12 00:00:00";"0";"print"
"395";"397";"18";"M";"2003-02-12 00:00:00";"0";"print"
"396";"398";"18";"M";"2003-02-12 00:00:00";"0";"print"
"397";"399";"18";"M";"2003-02-12 00:00:00";"0";"print"
"398";"400";"18";"F";"2003-02-12 00:00:00";"0";"print"
"399";"401";"18";"M";"2003-02-12 00:00:00";"0";"print"
"400";"402";"17";"M";"2003-02-12 00:00:00";"0";"print"
"401";"403";"17";"F";"2003-02-12 00:00:00";"0";"print"
"402";"404";"18";"F";"2003-02-12 00:00:00";"0";"print"
"403";"405";"30";"F";"2003-02-12 00:00:00";"0";"print"
"404";"406";"18";"M";"2003-02-12 00:00:00";"0";"print"
"405";"407";"18";"M";"2003-02-12 00:00:00";"0";"print"
"406";"408";"17";"M";"2003-02-12 00:00:00";"0";"print"
"407";"409";"18";"M";"2003-02-12 00:00:00";"0";"print"
"408";"410";"18";"M";"2003-02-12 00:00:00";"0";"print"
"409";"411";"18";"F";"2003-02-12 00:00:00";"0";"print"
"410";"412";"18";"F";"2003-02-12 00:00:00";"0";"print"
"411";"413";"18";"M";"2003-02-12 00:00:00";"0";"print"
"412";"414";"18";"F";"2003-02-12 00:00:00";"0";"print"
"413";"415";"18";"F";"2003-02-12 00:00:00";"0";"print"
"414";"416";"22";"F";"2003-02-12 00:00:00";"0";"print"
"415";"417";"18";"F";"2003-02-12 00:00:00";"0";"print"
"416";"418";"18";"F";"2003-02-12 00:00:00";"0";"print"
"417";"419";"18";"F";"2003-02-12 00:00:00";"0";"print"
"418";"420";"18";"F";"2003-02-12 00:00:00";"0";"print"
"419";"421";"20";"X";"2003-02-12 00:00:00";"0";"print"
"420";"422";"19";"F";"2003-02-12 00:00:00";"0";"print"
"421";"423";"18";"X";"2003-02-12 00:00:00";"0";"print"
